% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	think	NUMERIC
@ATTRIBUTE	set	NUMERIC
@ATTRIBUTE	help	NUMERIC
@ATTRIBUTE	just	NUMERIC
@ATTRIBUTE	show	NUMERIC
@ATTRIBUTE	being	NUMERIC
@ATTRIBUTE	money	NUMERIC
@ATTRIBUTE	over	NUMERIC
@ATTRIBUTE	both	NUMERIC
@ATTRIBUTE	years	NUMERIC
@ATTRIBUTE	course	NUMERIC
@ATTRIBUTE	through	NUMERIC
@ATTRIBUTE	go	NUMERIC
@ATTRIBUTE	still	NUMERIC
@ATTRIBUTE	its	NUMERIC
@ATTRIBUTE	before	NUMERIC
@ATTRIBUTE	family	NUMERIC
@ATTRIBUTE	how	NUMERIC
@ATTRIBUTE	ll	NUMERIC
@ATTRIBUTE	had	NUMERIC
@ATTRIBUTE	him	NUMERIC
@ATTRIBUTE	better	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	only	NUMERIC
@ATTRIBUTE	going	NUMERIC
@ATTRIBUTE	treatment	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	might	NUMERIC
@ATTRIBUTE	then	NUMERIC
@ATTRIBUTE	them	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	dj	NUMERIC
@ATTRIBUTE	around	NUMERIC
@ATTRIBUTE	get	NUMERIC
@ATTRIBUTE	very	NUMERIC
@ATTRIBUTE	big	NUMERIC
@ATTRIBUTE	working	NUMERIC
@ATTRIBUTE	every	NUMERIC
@ATTRIBUTE	breast	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	got	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	world	NUMERIC
@ATTRIBUTE	bit	NUMERIC
@ATTRIBUTE	now	NUMERIC
@ATTRIBUTE	day	NUMERIC
@ATTRIBUTE	d	NUMERIC
@ATTRIBUTE	school	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	did	NUMERIC
@ATTRIBUTE	always	NUMERIC
@ATTRIBUTE	didn	NUMERIC
@ATTRIBUTE	these	NUMERIC
@ATTRIBUTE	stuff	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	night	NUMERIC
@ATTRIBUTE	london	NUMERIC
@ATTRIBUTE	went	NUMERIC
@ATTRIBUTE	told	NUMERIC
@ATTRIBUTE	where	NUMERIC
@ATTRIBUTE	because	NUMERIC
@ATTRIBUTE	says	NUMERIC
@ATTRIBUTE	people	NUMERIC
@ATTRIBUTE	doing	NUMERIC
@ATTRIBUTE	house	NUMERIC
@ATTRIBUTE	some	NUMERIC
@ATTRIBUTE	back	NUMERIC
@ATTRIBUTE	see	NUMERIC
@ATTRIBUTE	sure	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	year	NUMERIC
@ATTRIBUTE	our	NUMERIC
@ATTRIBUTE	best	NUMERIC
@ATTRIBUTE	really	NUMERIC
@ATTRIBUTE	even	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	said	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	since	NUMERIC
@ATTRIBUTE	patients	NUMERIC
@ATTRIBUTE	per	NUMERIC
@ATTRIBUTE	find	NUMERIC
@ATTRIBUTE	re	NUMERIC
@ATTRIBUTE	enough	NUMERIC
@ATTRIBUTE	does	NUMERIC
@ATTRIBUTE	health	NUMERIC
@ATTRIBUTE	between	NUMERIC
@ATTRIBUTE	new	NUMERIC
@ATTRIBUTE	three	NUMERIC
@ATTRIBUTE	ever	NUMERIC
@ATTRIBUTE	she	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	after	NUMERIC
@ATTRIBUTE	never	NUMERIC
@ATTRIBUTE	use	NUMERIC
@ATTRIBUTE	here	NUMERIC
@ATTRIBUTE	however	NUMERIC
@ATTRIBUTE	playing	NUMERIC
@ATTRIBUTE	put	NUMERIC
@ATTRIBUTE	quite	NUMERIC
@ATTRIBUTE	come	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	care	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	kids	NUMERIC
@ATTRIBUTE	last	NUMERIC
@ATTRIBUTE	her	NUMERIC
@ATTRIBUTE	getting	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	could	NUMERIC
@ATTRIBUTE	months	NUMERIC
@ATTRIBUTE	days	NUMERIC
@ATTRIBUTE	thing	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	place	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	first	NUMERIC
@ATTRIBUTE	own	NUMERIC
@ATTRIBUTE	love	NUMERIC
@ATTRIBUTE	cancer	NUMERIC
@ATTRIBUTE	feel	NUMERIC
@ATTRIBUTE	into	NUMERIC
@ATTRIBUTE	each	NUMERIC
@ATTRIBUTE	research	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	down	NUMERIC
@ATTRIBUTE	right	NUMERIC
@ATTRIBUTE	done	NUMERIC
@ATTRIBUTE	long	NUMERIC
@ATTRIBUTE	another	NUMERIC
@ATTRIBUTE	home	NUMERIC
@ATTRIBUTE	old	NUMERIC
@ATTRIBUTE	should	NUMERIC
@ATTRIBUTE	your	NUMERIC
@ATTRIBUTE	city	NUMERIC
@ATTRIBUTE	little	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	would	NUMERIC
@ATTRIBUTE	few	NUMERIC
@ATTRIBUTE	support	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	two	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	next	NUMERIC
@ATTRIBUTE	their	NUMERIC
@ATTRIBUTE	live	NUMERIC
@ATTRIBUTE	much	NUMERIC
@ATTRIBUTE	music	NUMERIC
@ATTRIBUTE	too	NUMERIC
@ATTRIBUTE	way	NUMERIC
@ATTRIBUTE	women	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	today	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	ago	NUMERIC
@ATTRIBUTE	life	NUMERIC
@ATTRIBUTE	lot	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	started	NUMERIC
@ATTRIBUTE	great	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	part	NUMERIC
@ATTRIBUTE	minister	NUMERIC
@ATTRIBUTE	off	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	than	NUMERIC
@ATTRIBUTE	those	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	me	NUMERIC
@ATTRIBUTE	made	NUMERIC
@ATTRIBUTE	look	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	work	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	us	NUMERIC
@ATTRIBUTE	will	NUMERIC
@ATTRIBUTE	while	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	uk	NUMERIC
@ATTRIBUTE	were	NUMERIC
@ATTRIBUTE	making	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	called	NUMERIC
@ATTRIBUTE	say	NUMERIC
@ATTRIBUTE	something	NUMERIC
@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	ve	NUMERIC
@ATTRIBUTE	do	NUMERIC
@ATTRIBUTE	well	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	india	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	high	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	good	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	need	NUMERIC
@ATTRIBUTE	any	NUMERIC
@ATTRIBUTE	if	NUMERIC
@ATTRIBUTE	different	NUMERIC
@ATTRIBUTE	end	NUMERIC
@ATTRIBUTE	want	NUMERIC
@ATTRIBUTE	no	NUMERIC
@ATTRIBUTE	things	NUMERIC
@ATTRIBUTE	make	NUMERIC
@ATTRIBUTE	government	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	same	NUMERIC
@ATTRIBUTE	also	NUMERIC
@ATTRIBUTE	other	NUMERIC
@ATTRIBUTE	take	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	party	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	week	NUMERIC
@ATTRIBUTE	album	NUMERIC
@ATTRIBUTE	play	NUMERIC
@ATTRIBUTE	used	NUMERIC
@ATTRIBUTE	book	NUMERIC
@ATTRIBUTE	though	NUMERIC
@ATTRIBUTE	may	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	most	NUMERIC
@ATTRIBUTE	000	NUMERIC
@ATTRIBUTE	such	NUMERIC
@ATTRIBUTE	why	NUMERIC
@ATTRIBUTE	man	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	don	NUMERIC
@ATTRIBUTE	—	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	actually	NUMERIC
@ATTRIBUTE	many	NUMERIC
@ATTRIBUTE	m	NUMERIC
@ATTRIBUTE	together	NUMERIC
@ATTRIBUTE	without	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	time	NUMERIC
@ATTRIBUTE	far	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	having	NUMERIC
@ATTRIBUTE	came	NUMERIC
@ATTRIBUTE	know	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
0.26,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.66,0.13,0.13,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,1.06,0.0,0.0,3.96,0.0,0.0,0.0,1.32,0.0,0.0,0.13,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.26,0.13,0.0,0.0,0.26,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.13,1.06,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.53,0.4,0.0,0.26,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.26,0.0,1.45,0.26,0.0,0.0,0.4,0.0,2.64,0.0,0.0,0.13,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.66,0.0,0.13,0.0,0.0,0.0,0.4,0.26,0.13,0.0,0.26,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.92,0.26,0.13,0.13,0.0,0.0,2.25,0.13,0.0,0.4,0.0,0.92,0.0,0.26,0.13,0.0,0.53,0.0,0.4,0.0,0.26,0.0,0.26,0.0,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,2.25,0.0,0.13,0.0,0.92,0.0,1.06,0.13,0.0,0.26,0.13,0.26,0.66,2.64,0.0,0.13,0.13,0.0,0.0,0.0,0.4,0.0,0.13,0.26,0.26,0.13,0.4,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.26,0.0,0.0,0.26,0.26,0.0,2.38,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,6.47,0.0,0.0,0.0,male
0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.85,0.0,0.0,0.0,0.0,0.28,0.0,0.0,2.56,0.28,0.0,0.0,1.14,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.42,0.57,0.85,0.28,0.0,0.0,0.28,0.28,0.85,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.14,0.28,0.0,0.0,0.0,0.28,0.0,0.28,0.0,0.0,0.57,0.0,0.57,0.28,0.0,0.85,0.0,0.0,3.42,0.0,0.28,0.0,0.0,1.14,0.28,0.28,0.57,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.28,0.0,0.0,0.0,0.28,0.85,0.0,0.28,0.0,0.0,0.0,0.28,0.0,0.0,0.28,0.28,0.57,0.28,0.0,0.0,0.28,0.28,0.28,0.57,0.0,0.0,0.28,1.14,0.57,0.57,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,1.42,0.57,0.0,0.57,0.85,0.0,0.57,0.28,0.28,0.85,0.0,0.28,0.57,1.42,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.57,0.0,0.28,0.0,0.0,0.0,0.85,0.0,0.0,1.14,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,male
0.35,0.0,0.0,0.0,0.24,0.0,0.12,0.12,0.12,0.12,0.24,0.12,0.0,0.0,0.0,0.12,0.0,0.24,0.35,0.0,0.47,0.0,0.0,3.42,0.0,0.0,0.0,0.35,0.0,0.24,0.47,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.59,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.59,0.0,0.0,0.12,0.0,0.83,0.0,0.24,0.0,0.0,0.12,0.0,0.0,1.18,0.0,0.12,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.24,0.12,0.0,0.24,0.35,0.24,0.24,0.12,0.0,0.0,0.12,0.0,0.0,0.12,0.24,1.53,0.12,0.12,0.12,0.0,0.0,0.24,0.0,2.59,0.24,0.0,0.24,0.0,1.53,1.42,1.06,0.0,0.12,0.0,0.71,0.0,0.24,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,1.06,0.47,0.12,0.59,0.0,0.24,0.47,0.0,0.35,0.0,0.12,0.0,0.12,0.0,0.94,0.71,0.0,0.35,0.0,0.24,0.0,0.83,0.0,0.0,0.35,0.0,0.0,0.0,1.42,0.12,0.0,0.0,0.12,0.24,0.0,0.47,0.0,0.12,0.12,0.24,0.12,0.35,0.12,0.0,0.0,0.12,0.0,0.0,0.12,3.42,0.0,0.35,0.0,1.53,0.0,0.83,0.24,0.0,0.35,0.0,0.24,0.71,1.53,0.12,0.24,0.47,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.47,0.0,0.24,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.35,0.0,0.0,0.24,0.0,0.0,3.18,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.12,0.24,0.12,6.37,0.0,0.0,0.0,female
0.0,0.63,0.0,0.16,0.32,0.0,0.16,0.0,0.63,0.0,0.32,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,2.69,0.16,0.16,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.32,0.32,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.16,0.47,0.95,0.32,0.0,0.16,0.32,0.0,0.0,0.16,0.79,0.0,0.16,0.0,0.16,0.32,0.0,0.0,0.32,0.0,0.0,0.32,0.0,0.0,0.32,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.79,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.63,0.0,0.16,0.0,0.0,1.9,0.63,0.63,0.16,0.0,2.21,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.47,0.16,0.16,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.47,0.32,0.0,0.95,0.63,0.47,0.16,0.47,0.0,0.16,0.0,0.16,0.0,0.16,0.32,0.16,0.63,0.0,0.0,0.32,2.37,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.79,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.32,0.0,1.58,0.0,2.21,0.63,0.0,0.0,0.0,0.16,0.79,1.26,0.0,0.16,0.32,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.16,0.0,0.16,0.0,0.47,0.0,0.0,0.0,0.47,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,2.84,0.32,0.0,0.63,0.0,0.47,0.0,0.0,0.0,0.32,0.0,0.0,4.74,0.0,0.0,0.47,female
0.4,0.67,0.07,0.0,0.33,0.13,0.13,0.07,0.13,0.33,0.13,0.07,0.07,0.13,0.07,0.27,0.07,0.0,0.07,0.0,0.07,0.13,0.13,1.8,0.13,0.07,0.0,0.67,0.0,0.13,0.07,0.0,0.0,0.13,0.2,0.27,0.13,0.27,0.13,0.0,0.2,0.0,0.2,0.27,0.13,0.47,0.13,0.0,0.0,0.73,0.0,0.07,0.0,0.07,0.07,0.27,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.67,0.2,0.4,0.47,0.13,0.07,0.07,1.06,0.27,0.27,0.07,0.53,0.13,1.13,0.07,1.33,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.0,0.0,0.33,0.0,0.07,0.0,0.67,0.86,0.13,0.13,0.0,0.2,0.0,0.07,0.0,0.07,0.0,0.07,0.0,1.0,0.27,0.07,0.2,0.0,0.2,2.13,0.0,0.0,0.07,0.13,1.2,0.07,0.4,0.2,0.13,0.2,0.0,0.07,0.13,0.07,0.0,0.53,0.0,0.27,0.0,0.07,0.13,0.0,0.07,0.0,0.4,0.13,0.07,0.2,0.07,0.07,0.0,0.33,0.13,0.53,0.0,0.53,0.13,0.33,1.06,0.13,0.2,0.0,0.47,0.07,0.2,0.0,0.0,0.13,1.33,0.07,0.47,0.67,0.0,0.0,0.07,0.67,0.0,0.2,0.13,0.27,0.2,0.07,0.47,0.0,0.2,0.0,0.4,0.0,0.53,0.13,0.13,0.07,0.33,0.0,0.13,0.07,3.13,0.2,0.27,0.27,1.4,0.0,1.6,0.2,0.2,1.13,0.13,0.47,0.53,1.73,0.0,0.13,0.2,0.07,0.07,0.07,0.33,0.07,0.13,0.0,0.33,0.0,0.13,0.07,0.0,0.13,0.13,1.46,0.4,0.07,0.07,0.0,0.07,0.0,0.07,0.13,0.13,0.2,0.0,0.2,0.07,0.0,2.66,0.13,0.0,1.2,0.0,0.07,0.13,0.0,0.07,0.53,0.07,0.07,3.86,0.07,0.07,0.13,male
0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.18,0.0,0.36,0.0,0.0,0.0,0.18,0.0,0.0,1.63,0.0,0.18,0.0,0.18,0.0,0.36,0.18,0.72,0.0,0.0,0.18,0.0,0.18,0.0,0.0,0.0,1.08,0.0,0.72,0.0,0.0,0.54,0.18,0.36,0.0,0.0,0.54,0.18,0.36,0.18,0.0,0.36,0.54,0.0,0.0,0.0,0.36,0.0,1.08,0.0,0.36,0.0,0.0,0.18,0.36,0.18,0.18,0.54,0.18,0.0,0.18,0.36,0.0,0.18,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.18,0.0,0.36,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.36,0.0,1.27,0.18,0.0,0.18,0.72,0.0,2.35,0.0,0.0,0.0,0.18,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.18,0.36,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.36,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,2.17,0.18,0.18,0.0,0.0,0.0,0.72,0.0,0.0,0.36,0.0,0.0,0.0,0.9,0.18,0.18,1.08,0.54,0.18,0.0,0.54,0.0,0.18,0.18,0.0,0.36,0.0,0.0,0.36,0.0,0.72,0.18,0.0,0.0,1.63,0.0,0.36,0.0,0.72,0.0,1.08,0.18,0.0,0.18,0.0,0.72,0.36,1.81,0.18,0.18,0.36,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.18,1.81,0.0,0.36,1.27,0.0,0.0,0.18,0.18,0.0,0.18,0.72,0.0,5.24,0.0,0.0,0.0,male
0.27,0.4,0.0,0.0,0.53,0.13,0.0,0.0,0.13,0.0,0.27,0.13,0.4,0.0,0.0,0.13,0.27,0.0,0.13,0.27,0.0,0.0,0.0,3.74,0.27,0.0,0.0,0.13,0.27,0.4,0.13,0.0,0.0,0.13,0.27,0.13,0.13,0.0,0.0,0.0,0.67,0.13,0.4,0.0,0.0,0.4,0.27,0.27,0.0,0.67,0.0,0.13,0.13,0.4,0.0,0.27,0.0,0.13,0.0,0.0,0.13,0.13,0.0,0.4,0.0,0.13,0.4,0.27,0.0,0.0,0.67,0.0,0.27,0.0,0.13,0.13,0.13,0.0,0.8,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.4,0.53,0.27,0.13,0.0,0.4,0.0,0.0,0.0,0.0,0.13,0.27,0.0,1.2,0.13,0.0,0.0,0.13,0.0,4.14,0.13,0.0,0.13,0.13,1.34,0.0,0.8,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.8,0.0,0.27,0.13,0.13,0.0,0.0,0.27,0.0,0.27,0.0,0.13,0.27,0.0,0.4,0.0,0.53,0.27,0.0,0.0,0.67,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.53,0.0,0.13,0.0,1.34,0.0,0.0,0.27,0.0,0.0,0.13,0.53,0.27,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.67,0.13,0.27,0.0,0.13,0.0,0.0,0.0,0.53,0.0,0.0,0.4,2.8,0.13,0.27,0.0,0.67,0.0,1.2,0.27,0.0,0.13,0.13,0.13,0.4,0.93,0.13,0.13,0.27,0.0,0.13,0.13,0.27,0.13,0.0,0.0,0.27,0.27,0.0,0.27,0.0,0.27,0.0,1.2,0.27,0.0,0.0,0.0,0.13,0.4,0.13,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.8,0.0,0.0,1.07,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,5.87,0.0,0.0,0.27,male
0.16,0.0,0.16,0.0,0.16,0.0,0.47,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.47,0.0,0.0,1.71,0.16,0.0,0.0,0.0,0.0,0.31,0.16,1.4,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.16,0.0,0.0,0.62,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.47,0.31,0.0,0.0,0.0,0.0,0.62,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.16,1.09,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.62,0.0,0.47,0.31,0.0,0.0,0.62,0.16,2.96,0.16,0.0,0.0,0.0,2.02,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.16,0.31,0.16,0.0,0.0,0.0,0.47,0.31,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.31,0.0,0.0,1.4,0.0,0.0,0.62,0.0,0.0,0.0,0.93,0.0,0.0,1.4,0.47,0.16,0.0,0.62,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.31,0.16,0.31,0.78,0.62,0.0,1.25,0.16,0.47,0.31,2.18,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.16,0.31,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.16,0.47,0.0,0.16,2.65,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,6.23,0.0,0.16,0.0,male
